repetition,num_actions,occurrence_ratio,conflct_ratio,time_performance,makespan,total_waiting_time,total_flow_time
6,500,1,0.44,5565.137333333333,268.0,66556.0,67055.0
7,500,1,0.44,5416.576666666667,263.0,64834.0,65333.0
8,500,1,0.44,5186.135666666666,250.0,64046.0,64545.0
9,500,1,0.44,5484.507333333334,260.0,64929.0,65428.0
10,500,1,0.44,5523.492666666666,268.0,65337.0,65836.0
1,500,1,0.45,5588.210333333333,268.0,65700.0,66199.0
2,500,1,0.45,6175.866333333334,295.0,72183.0,72682.0
3,500,1,0.45,5477.901666666668,262.0,62873.0,63372.0
4,500,1,0.45,5585.086,263.0,65619.0,66118.0
5,500,1,0.45,5631.585333333333,268.0,66287.0,66786.0
6,500,1,0.45,5669.805333333334,273.0,66524.0,67023.0
7,500,1,0.45,5553.629666666667,262.0,66323.0,66822.0
8,500,1,0.45,5482.980333333333,260.0,63636.0,64135.0
9,500,1,0.45,5997.602,282.0,68459.0,68958.0
10,500,1,0.45,5661.558333333333,272.0,66978.0,67477.0
1,500,1,0.46,5601.551666666666,263.0,64898.0,65397.0
2,500,1,0.46,5782.394666666667,275.0,67504.0,68003.0
3,500,1,0.46,5934.508333333334,276.0,68343.0,68842.0
4,500,1,0.46,5768.417333333334,271.0,67885.0,68384.0
5,500,1,0.46,6070.177333333333,286.0,70126.0,70625.0
6,500,1,0.46,5877.438000000001,275.0,68043.0,68542.0
7,500,1,0.46,5379.916,261.0,61322.0,61821.0
8,500,1,0.46,5866.8206666666665,279.0,67637.0,68136.0
9,500,1,0.46,6241.545666666668,260.0,62923.0,63422.0
10,500,1,0.46,6194.383333333332,295.0,71448.0,71947.0
2,500,1,0.47,6252.228,293.0,71827.0,72326.0
4,500,1,0.47,5852.445000000001,269.0,66742.0,67241.0
5,500,1,0.47,6054.774,282.0,70320.0,70819.0
7,500,1,0.47,5744.444666666666,267.0,66689.0,67188.0
8,500,1,0.47,5897.352333333333,280.0,68030.0,68529.0
10,500,1,0.47,6214.254666666668,290.0,71559.0,72058.0
2,500,1,0.48,6144.590333333334,281.0,68011.0,68510.0
3,500,1,0.48,6103.888666666667,281.0,69396.0,69895.0
5,500,1,0.48,5932.569,276.0,67618.0,68117.0
7,500,1,0.48,5965.863,276.0,68225.0,68724.0
8,500,1,0.48,6284.018333333333,292.0,73185.0,73684.0
9,500,1,0.48,6133.315666666666,276.0,69914.0,70413.0
10,500,1,0.48,5944.776000000001,272.0,69582.0,70081.0
1,500,1,0.49,6274.8,285.0,69934.0,70433.0
2,500,1,0.49,6413.488333333334,287.0,71800.0,72299.0
3,500,1,0.49,5968.488999999999,276.0,65429.0,65928.0
4,500,1,0.49,6257.562999999999,279.0,70442.0,70941.0
5,500,1,0.49,6524.725666666666,299.0,74895.0,75394.0
6,500,1,0.49,6314.036,288.0,70717.0,71216.0
7,500,1,0.49,6275.522333333333,287.0,71514.0,72013.0
8,500,1,0.49,6399.1973333333335,293.0,70613.0,71112.0
9,500,1,0.49,6328.341333333333,288.0,71226.0,71725.0
10,500,1,0.49,6066.619333333333,277.0,68317.0,68816.0
1,500,1,0.5,6584.309,297.0,72848.0,73347.0
2,500,1,0.5,6089.268666666667,277.0,66621.0,67120.0
3,500,1,0.5,6606.7446666666665,299.0,74263.0,74762.0
4,500,1,0.5,6634.754666666668,296.0,73433.0,73932.0
5,500,1,0.5,6604.251666666667,289.0,72430.0,72929.0
6,500,1,0.5,6388.805,288.0,70199.0,70698.0
7,500,1,0.5,6718.174333333333,299.0,73409.0,73908.0
8,500,1,0.5,6089.905666666667,273.0,67282.0,67781.0
9,500,1,0.5,6640.185333333334,297.0,74047.0,74546.0
10,500,1,0.5,6333.300666666666,285.0,71045.0,71544.0
1,500,1,0.51,6652.994333333333,295.0,73180.0,73679.0
2,500,1,0.51,6543.711,290.0,71694.0,72193.0
3,500,1,0.51,6901.151000000001,306.0,76303.0,76802.0
4,500,1,0.51,6611.877666666667,293.0,71203.0,71702.0
5,500,1,0.51,6140.4310000000005,278.0,66945.0,67444.0
6,500,1,0.51,6820.6523333333325,305.0,76391.0,76890.0
7,500,1,0.51,6912.817666666667,306.0,75947.0,76446.0
8,500,1,0.51,6704.43,294.0,73779.0,74278.0
9,500,1,0.51,6896.658666666666,305.0,75570.0,76069.0
10,500,1,0.51,6878.928333333333,297.0,76152.0,76651.0
1,500,1,0.52,6952.945,302.0,74635.0,75134.0
3,500,1,0.52,6722.1990000000005,295.0,72443.0,72942.0
4,500,1,0.52,6796.705666666666,301.0,74133.0,74632.0
6,500,1,0.52,6831.219333333333,301.0,74909.0,75408.0
8,500,1,0.52,6941.044999999999,303.0,74684.0,75183.0
10,500,1,0.52,7065.112,305.0,74796.0,75295.0
1,500,1,0.53,6883.2210000000005,297.0,74787.0,75286.0
3,500,1,0.53,6639.981666666667,295.0,72931.0,73430.0
5,500,1,0.53,7830.058333333333,298.0,75603.0,76102.0
6,500,1,0.53,6795.118666666666,294.0,72279.0,72778.0
7,500,1,0.53,7012.7553333333335,300.0,74916.0,75415.0
8,500,1,0.53,6861.558333333333,292.0,73372.0,73871.0
9,500,1,0.53,7183.343666666668,305.0,75012.0,75511.0
10,500,1,0.53,7429.992666666666,310.0,76290.0,76789.0
1,500,1,0.54,7421.094666666667,317.0,77812.0,78311.0
2,500,1,0.54,7381.967,301.0,72941.0,73440.0
3,500,1,0.54,6880.248333333334,284.0,70765.0,71264.0
4,500,1,0.54,7202.259000000001,310.0,74580.0,75079.0
5,500,1,0.54,7454.322666666667,309.0,77371.0,77870.0
6,500,1,0.54,6967.426666666666,299.0,71850.0,72349.0
7,500,1,0.54,7140.496999999999,306.0,75941.0,76440.0
8,500,1,0.54,7277.937666666668,296.0,72978.0,73477.0
9,500,1,0.54,7314.166666666667,297.0,72716.0,73215.0
10,500,1,0.54,7235.401000000001,304.0,77406.0,77905.0
1,500,1,0.55,8182.512,325.0,79895.0,80394.0
2,500,1,0.55,7373.081666666668,312.0,77449.0,77948.0
3,500,1,0.55,7125.652999999999,299.0,73314.0,73813.0
4,500,1,0.55,7163.746666666666,304.0,74670.0,75169.0
5,500,1,0.55,7243.701,303.0,75391.0,75890.0
6,500,1,0.55,7913.506333333334,313.0,78810.0,79309.0
7,500,1,0.55,7828.126333333334,314.0,78671.0,79170.0
8,500,1,0.55,7668.265666666666,307.0,75942.0,76441.0
9,500,1,0.55,7845.140333333333,316.0,76613.0,77112.0
10,500,1,0.55,7475.147,314.0,73898.0,74397.0
1,500,1,0.56,7857.267666666667,325.0,81362.0,81861.0
2,500,1,0.56,7806.264,316.0,77465.0,77964.0
3,500,1,0.56,7353.739666666667,307.0,77403.0,77902.0
4,500,1,0.56,7468.183666666667,313.0,77507.0,78006.0
5,500,1,0.56,7043.738333333335,299.0,72876.0,73375.0
6,500,1,0.56,7465.072,309.0,77818.0,78317.0
7,500,1,0.56,8057.101666666666,318.0,79037.0,79536.0
8,500,1,0.56,7999.843000000001,324.0,79243.0,79742.0
9,500,1,0.56,7983.3009999999995,317.0,78714.0,79213.0
10,500,1,0.56,7695.452666666667,311.0,77109.0,77608.0
1,500,1,0.57,8233.322,324.0,81285.0,81784.0
2,500,1,0.57,8178.499333333333,328.0,80042.0,80541.0
3,500,1,0.57,7936.261666666666,304.0,75539.0,76038.0
4,500,1,0.57,7765.021333333333,318.0,78943.0,79442.0
5,500,1,0.57,7859.927000000001,325.0,80941.0,81440.0
6,500,1,0.57,8012.537,322.0,78534.0,79033.0
7,500,1,0.57,8009.441666666666,328.0,78890.0,79389.0
8,500,1,0.57,7696.341333333333,321.0,79780.0,80279.0
9,500,1,0.57,7815.519,324.0,80175.0,80674.0
10,500,1,0.57,7594.928,312.0,78053.0,78552.0
1,500,1,0.58,8022.485000000001,324.0,81436.0,81935.0
2,500,1,0.58,8091.921000000001,330.0,81626.0,82125.0
3,500,1,0.58,7723.719333333333,318.0,78633.0,79132.0
4,500,1,0.58,8513.592333333334,342.0,87236.0,87735.0
5,500,1,0.58,8124.517666666667,329.0,82970.0,83469.0
6,500,1,0.58,7898.372,321.0,79673.0,80172.0
7,500,1,0.58,7797.596333333332,319.0,79853.0,80352.0
8,500,1,0.58,7920.339,325.0,82026.0,82525.0
9,500,1,0.58,7630.668000000001,318.0,77420.0,77919.0
10,500,1,0.58,7917.941666666667,324.0,80509.0,81008.0
1,500,1,0.59,8153.2300000000005,330.0,81191.0,81690.0
2,500,1,0.59,8047.366333333334,330.0,80552.0,81051.0
3,500,1,0.59,7804.267666666667,312.0,78337.0,78836.0
4,500,1,0.59,7983.810333333334,323.0,79961.0,80460.0
5,500,1,0.59,8178.796333333335,333.0,83467.0,83966.0
6,500,1,0.59,8318.882666666666,336.0,82916.0,83415.0
7,500,1,0.59,8000.725333333333,329.0,80003.0,80502.0
8,500,1,0.59,8305.457666666667,336.0,82526.0,83025.0
9,500,1,0.59,7899.768333333333,326.0,80080.0,80579.0
10,500,1,0.59,7542.964,311.0,76138.0,76637.0
1,500,1,0.6,8067.215666666666,327.0,80160.0,80659.0
2,500,1,0.6,8005.613666666667,323.0,79999.0,80498.0
3,500,1,0.6,8553.062,339.0,85939.0,86438.0
4,500,1,0.6,8486.64,341.0,84881.0,85380.0
5,500,1,0.6,8086.889666666667,328.0,81193.0,81692.0
6,500,1,0.6,8336.773,333.0,82738.0,83237.0
7,500,1,0.6,8157.559,324.0,81859.0,82358.0
8,500,1,0.6,8422.785666666667,338.0,83726.0,84225.0
9,500,1,0.6,8412.606666666667,332.0,83720.0,84219.0
10,500,1,0.6,8297.676333333335,335.0,80813.0,81312.0
1,500,1,0.61,8581.597333333333,333.0,83027.0,83526.0
2,500,1,0.61,8704.647666666666,348.0,86199.0,86698.0
3,500,1,0.61,8629.511666666667,344.0,84812.0,85311.0
4,500,1,0.61,8530.034333333335,338.0,84250.0,84749.0
5,500,1,0.61,8200.531666666668,331.0,79552.0,80051.0
6,500,1,0.61,8519.443666666666,340.0,83449.0,83948.0
7,500,1,0.61,8187.799333333333,327.0,81249.0,81748.0
8,500,1,0.61,8860.956333333334,354.0,87301.0,87800.0
9,500,1,0.61,8395.633,337.0,82101.0,82600.0
10,500,1,0.61,8698.995,343.0,84156.0,84655.0
1,500,1,0.62,8630.108999999999,341.0,84548.0,85047.0
2,500,1,0.62,8817.838666666665,344.0,85255.0,85754.0
3,500,1,0.62,9180.005,358.0,90699.0,91198.0
4,500,1,0.62,8502.505,336.0,83350.0,83849.0
5,500,1,0.62,8707.969000000001,349.0,83656.0,84155.0
6,500,1,0.62,8632.276,343.0,83858.0,84357.0
7,500,1,0.62,9097.25,352.0,89610.0,90109.0
8,500,1,0.62,8304.262,330.0,81088.0,81587.0
9,500,1,0.62,8465.593666666668,332.0,81156.0,81655.0
10,500,1,0.62,8540.950666666666,332.0,82918.0,83417.0
1,500,1,0.63,8918.214333333333,356.0,85083.0,85582.0
2,500,1,0.63,8575.173,333.0,81987.0,82486.0
3,500,1,0.63,8660.859,339.0,82159.0,82658.0
4,500,1,0.63,8858.763333333334,345.0,86876.0,87375.0
5,500,1,0.63,8574.273666666666,335.0,83048.0,83547.0
6,500,1,0.63,8722.306333333334,337.0,84143.0,84642.0
7,500,1,0.63,8613.802333333333,338.0,84130.0,84629.0
8,500,1,0.63,9000.776666666667,349.0,86834.0,87333.0
9,500,1,0.63,8571.253666666666,333.0,82843.0,83342.0
10,500,1,0.63,8507.908666666666,330.0,84090.0,84589.0
1,500,1,0.64,9075.878333333334,350.0,87408.0,87907.0
2,500,1,0.64,9435.326666666666,364.0,90394.0,90893.0
3,500,1,0.64,8759.585,342.0,82165.0,82664.0
4,500,1,0.64,8988.034,350.0,87250.0,87749.0
5,500,1,0.64,8960.534666666666,347.0,85383.0,85882.0
6,500,1,0.64,9270.583666666667,355.0,88492.0,88991.0
7,500,1,0.64,9184.879666666666,353.0,87802.0,88301.0
8,500,1,0.64,9142.711666666668,355.0,87208.0,87707.0
9,500,1,0.64,8745.026,343.0,83834.0,84333.0
10,500,1,0.64,8903.484333333332,351.0,84910.0,85409.0
1,500,1,0.65,9244.538666666665,353.0,88285.0,88784.0
2,500,1,0.65,9082.628666666666,345.0,84528.0,85027.0
3,500,1,0.65,9037.171,350.0,84546.0,85045.0
4,500,1,0.65,9054.320666666667,344.0,86476.0,86975.0
5,500,1,0.65,9069.862,348.0,84422.0,84921.0
6,500,1,0.65,9078.108666666667,346.0,85314.0,85813.0
7,500,1,0.65,9178.901,355.0,86965.0,87464.0
8,500,1,0.65,8794.926333333331,338.0,84006.0,84505.0
9,500,1,0.65,9217.318666666666,347.0,87529.0,88028.0
10,500,1,0.65,8958.925000000001,346.0,84438.0,84937.0
1,500,1,0.66,9498.729000000001,352.0,88695.0,89194.0
2,500,1,0.66,9936.057,373.0,92541.0,93040.0
3,500,1,0.66,9577.94,356.0,89331.0,89830.0
4,500,1,0.66,9695.500666666667,364.0,90588.0,91087.0
5,500,1,0.66,9490.355666666666,358.0,87380.0,87879.0
6,500,1,0.66,9323.571000000002,362.0,85906.0,86405.0
7,500,1,0.66,9327.705,357.0,88180.0,88679.0
8,500,1,0.66,9207.547333333334,349.0,85126.0,85625.0
9,500,1,0.66,9486.409,353.0,88910.0,89409.0
10,500,1,0.66,9488.806333333332,355.0,88063.0,88562.0
1,500,1,0.67,9722.791333333333,355.0,90479.0,90978.0
2,500,1,0.67,10264.532,385.0,95028.0,95527.0
3,500,1,0.67,9757.356,364.0,89243.0,89742.0
4,500,1,0.67,9582.962,357.0,88465.0,88964.0
5,500,1,0.67,9664.259666666667,361.0,92107.0,92606.0
6,500,1,0.67,9660.864,362.0,87927.0,88426.0
7,500,1,0.67,9872.735666666667,364.0,90615.0,91114.0
8,500,1,0.67,9528.697666666667,351.0,89296.0,89795.0
9,500,1,0.67,9341.367666666667,352.0,87235.0,87734.0
10,500,1,0.67,9763.579666666667,364.0,91798.0,92297.0
1,500,1,0.68,10165.424333333334,370.0,91944.0,92443.0
2,500,1,0.68,9607.328666666666,354.0,87761.0,88260.0
3,500,1,0.68,9518.221666666666,355.0,88050.0,88549.0
4,500,1,0.68,10158.148,377.0,94202.0,94701.0
5,500,1,0.68,10072.148000000001,359.0,90154.0,90653.0
6,500,1,0.68,9868.553666666667,361.0,90807.0,91306.0
7,500,1,0.68,9907.966333333332,364.0,87919.0,88418.0
8,500,1,0.68,10059.205666666667,369.0,90849.0,91348.0
9,500,1,0.68,10356.259666666667,370.0,91127.0,91626.0
10,500,1,0.68,9994.511666666667,363.0,91941.0,92440.0
1,500,1,0.69,9852.809,363.0,89133.0,89632.0
2,500,1,0.69,10294.413999999999,373.0,93074.0,93573.0
3,500,1,0.69,10251.943333333335,358.0,89627.0,90126.0
4,500,1,0.69,10526.559666666666,363.0,90081.0,90580.0
5,500,1,0.69,10696.715000000002,376.0,93455.0,93954.0
6,500,1,0.69,10561.881,356.0,88144.0,88643.0
7,500,1,0.69,10298.845,357.0,86102.0,86601.0
8,500,1,0.69,10435.491666666667,382.0,92898.0,93397.0
9,500,1,0.69,10341.423,374.0,92113.0,92612.0
10,500,1,0.69,10292.435666666666,366.0,90888.0,91387.0
1,500,1,0.7,11113.569333333333,380.0,96716.0,97215.0
2,500,1,0.7,10693.116,376.0,93858.0,94357.0
3,500,1,0.7,10663.114333333333,371.0,92016.0,92515.0
4,500,1,0.7,10458.536666666667,362.0,90186.0,90685.0
5,500,1,0.7,10919.077666666666,372.0,93342.0,93841.0
6,500,1,0.7,10516.974666666667,377.0,93293.0,93792.0
7,500,1,0.7,10858.877333333334,373.0,93523.0,94022.0
8,500,1,0.7,10782.276666666665,370.0,94073.0,94572.0
9,500,1,0.7,10680.586000000001,368.0,91235.0,91734.0
10,500,1,0.7,10774.18,368.0,92426.0,92925.0
1,500,1,0.71,11024.878333333334,381.0,93475.0,93974.0
2,500,1,0.71,10617.937,364.0,91201.0,91700.0
3,500,1,0.71,10847.178333333331,373.0,92892.0,93391.0
4,500,1,0.71,11210.125666666665,386.0,93182.0,93681.0
5,500,1,0.71,11432.371333333334,386.0,95449.0,95948.0
6,500,1,0.71,11532.625333333335,385.0,95923.0,96422.0
7,500,1,0.71,11253.151,375.0,93657.0,94156.0
8,500,1,0.71,10918.625666666667,368.0,91988.0,92487.0
9,500,1,0.71,11222.005333333334,385.0,96783.0,97282.0
10,500,1,0.71,11000.387999999999,367.0,90065.0,90564.0
1,500,1,0.72,11123.147000000003,372.0,90280.0,90779.0
2,500,1,0.72,11447.305333333336,379.0,96193.0,96692.0
3,500,1,0.72,11491.753333333334,371.0,93422.0,93921.0
4,500,1,0.72,11658.982333333333,386.0,97367.0,97866.0
5,500,1,0.72,11557.125999999998,378.0,94315.0,94814.0
6,500,1,0.72,11276.455,377.0,92573.0,93072.0
7,500,1,0.72,11495.235,374.0,91210.0,91709.0
8,500,1,0.72,11375.670333333333,381.0,94536.0,95035.0
9,500,1,0.72,11419.549666666666,363.0,90382.0,90881.0
10,500,1,0.72,11713.016333333333,383.0,95630.0,96129.0
1,500,1,0.73,10974.692666666664,378.0,92196.0,92695.0
2,500,1,0.73,11575.082333333332,386.0,95586.0,96085.0
3,500,1,0.73,12152.052333333335,385.0,96419.0,96918.0
4,500,1,0.73,11661.859666666665,372.0,92472.0,92971.0
5,500,1,0.73,11940.473666666667,383.0,94797.0,95296.0
6,500,1,0.73,12540.730000000001,395.0,98229.0,98728.0
7,500,1,0.73,11913.864666666666,386.0,95509.0,96008.0
8,500,1,0.73,11768.168666666666,382.0,96900.0,97399.0
9,500,1,0.73,11770.993333333334,393.0,98554.0,99053.0
10,500,1,0.73,10926.584333333332,369.0,92218.0,92717.0
1,500,1,0.74,11933.949,398.0,99148.0,99647.0
2,500,1,0.74,11970.319333333333,388.0,95949.0,96448.0
3,500,1,0.74,12310.233666666667,394.0,99244.0,99743.0
4,500,1,0.74,11905.379,386.0,96198.0,96697.0
5,500,1,0.74,11656.615,378.0,94967.0,95466.0
6,500,1,0.74,11505.381666666666,378.0,93444.0,93943.0
7,500,1,0.74,10942.705,367.0,90273.0,90772.0
8,500,1,0.74,12692.267333333335,390.0,97378.0,97877.0
9,500,1,0.74,12687.409999999998,386.0,95138.0,95637.0
10,500,1,0.74,12150.362333333333,379.0,92558.0,93057.0
1,500,1,0.75,13486.045,407.0,102170.0,102669.0
2,500,1,0.75,12474.700666666666,400.0,97486.0,97985.0
3,500,1,0.75,12599.511666666665,391.0,97699.0,98198.0
4,500,1,0.75,12275.619333333334,397.0,97215.0,97714.0
5,500,1,0.75,12494.250666666667,400.0,99034.0,99533.0
6,500,1,0.75,12640.405333333334,400.0,98792.0,99291.0
7,500,1,0.75,12245.466333333332,404.0,100141.0,100640.0
8,500,1,0.75,11995.902,397.0,96700.0,97199.0
9,500,1,0.75,11919.844333333333,385.0,94791.0,95290.0
10,500,1,0.75,12309.169,384.0,96961.0,97460.0
1,500,1,0.76,12253.002666666667,394.0,97720.0,98219.0
2,500,1,0.76,12557.744333333334,396.0,96396.0,96895.0
3,500,1,0.76,12111.890333333335,399.0,99371.0,99870.0
4,500,1,0.76,12286.119333333334,400.0,99206.0,99705.0
5,500,1,0.76,12344.879666666668,395.0,96867.0,97366.0
6,500,1,0.76,12620.900333333333,389.0,97511.0,98010.0
7,500,1,0.76,12523.728333333333,405.0,100503.0,101002.0
8,500,1,0.76,12653.898666666666,399.0,99719.0,100218.0
9,500,1,0.76,12846.916,392.0,96141.0,96640.0
10,500,1,0.76,12621.906333333334,391.0,96859.0,97358.0
1,500,1,0.77,12301.511333333334,386.0,96110.0,96609.0
2,500,1,0.77,12633.411,390.0,96316.0,96815.0
3,500,1,0.77,13011.874333333333,411.0,100931.0,101430.0
4,500,1,0.77,12828.365666666667,399.0,97862.0,98361.0
5,500,1,0.77,12714.117666666667,402.0,99185.0,99684.0
6,500,1,0.77,12476.993999999999,398.0,99031.0,99530.0
7,500,1,0.77,12979.268000000002,393.0,97857.0,98356.0
8,500,1,0.77,12702.027333333333,393.0,98461.0,98960.0
9,500,1,0.77,12144.485,390.0,97247.0,97746.0
10,500,1,0.77,12311.354333333331,398.0,97473.0,97972.0
1,500,1,0.78,12669.785999999998,403.0,100948.0,101447.0
2,500,1,0.78,12650.033666666664,411.0,101545.0,102044.0
3,500,1,0.78,12664.663666666667,406.0,99458.0,99957.0
4,500,1,0.78,12392.672,396.0,98692.0,99191.0
5,500,1,0.78,12722.136333333334,403.0,100823.0,101322.0
6,500,1,0.78,12248.009333333335,402.0,98725.0,99224.0
7,500,1,0.78,12346.794,406.0,99972.0,100471.0
8,500,1,0.78,12269.744,402.0,99998.0,100497.0
9,500,1,0.78,11979.556333333334,396.0,99248.0,99747.0
10,500,1,0.78,12608.797666666665,404.0,101175.0,101674.0
1,500,1,0.79,12670.846,404.0,100897.0,101396.0
2,500,1,0.79,12935.963000000002,400.0,101721.0,102220.0
3,500,1,0.79,12669.444666666668,412.0,100820.0,101319.0
4,500,1,0.79,12967.970333333333,414.0,105157.0,105656.0
5,500,1,0.79,12967.964,403.0,100798.0,101297.0
6,500,1,0.79,13035.589666666667,411.0,102928.0,103427.0
7,500,1,0.79,13018.703,406.0,100810.0,101309.0
8,500,1,0.79,13454.200666666666,415.0,104425.0,104924.0
9,500,1,0.79,12800.523000000001,409.0,101318.0,101817.0
10,500,1,0.79,12179.867333333334,402.0,97418.0,97917.0
1,500,1,0.8,13318.350666666665,414.0,102362.0,102861.0
2,500,1,0.8,12663.469,405.0,100545.0,101044.0
3,500,1,0.8,12762.083333333334,408.0,100290.0,100789.0
4,500,1,0.8,13065.667000000001,419.0,103905.0,104404.0
5,500,1,0.8,12991.092000000002,415.0,101608.0,102107.0
6,500,1,0.8,12872.832333333332,405.0,100283.0,100782.0
7,500,1,0.8,13297.086666666668,418.0,103556.0,104055.0
8,500,1,0.8,12852.422666666667,410.0,102053.0,102552.0
9,500,1,0.8,12846.419333333333,404.0,101750.0,102249.0
10,500,1,0.8,12757.078666666668,414.0,101401.0,101900.0
1,500,1,0.81,13700.804999999998,424.0,105488.0,105987.0
2,500,1,0.81,13622.931666666665,424.0,104946.0,105445.0
3,500,1,0.81,13661.311333333333,421.0,105455.0,105954.0
4,500,1,0.81,13689.871999999998,428.0,106424.0,106923.0
5,500,1,0.81,13866.958666666667,413.0,102329.0,102828.0
6,500,1,0.81,13182.272666666666,421.0,104032.0,104531.0
7,500,1,0.81,12628.499333333333,409.0,101558.0,102057.0
8,500,1,0.81,12918.192000000001,419.0,102403.0,102902.0
9,500,1,0.81,13178.663666666667,429.0,106699.0,107198.0
10,500,1,0.81,12627.583333333334,413.0,101737.0,102236.0
1,500,1,0.82,12360.618,399.0,98771.0,99270.0
2,500,1,0.82,13244.749666666665,423.0,105835.0,106334.0
3,500,1,0.82,13111.58533333333,422.0,104941.0,105440.0
4,500,1,0.82,13044.386333333334,418.0,104922.0,105421.0
5,500,1,0.82,12708.724666666667,412.0,101568.0,102067.0
6,500,1,0.82,13012.955333333332,424.0,104467.0,104966.0
7,500,1,0.82,12719.742333333334,409.0,101867.0,102366.0
8,500,1,0.82,13057.381333333333,421.0,103731.0,104230.0
9,500,1,0.82,13310.051333333335,425.0,108158.0,108657.0
10,500,1,0.82,12755.331,411.0,102872.0,103371.0
1,500,1,0.83,13146.379333333332,420.0,104048.0,104547.0
2,500,1,0.83,13367.288666666665,426.0,107259.0,107758.0
3,500,1,0.83,13771.867666666667,435.0,108505.0,109004.0
4,500,1,0.83,14104.799666666666,438.0,109619.0,110118.0
5,500,1,0.83,13648.282333333334,424.0,106772.0,107271.0
6,500,1,0.83,14066.078333333333,430.0,107390.0,107889.0
7,500,1,0.83,13844.837666666666,433.0,108326.0,108825.0
8,500,1,0.83,13795.277666666667,423.0,105450.0,105949.0
9,500,1,0.83,13860.401666666667,420.0,105357.0,105856.0
10,500,1,0.83,13689.678999999998,424.0,107128.0,107627.0
1,500,1,0.84,14020.966333333332,430.0,107114.0,107613.0
2,500,1,0.84,14216.194000000001,427.0,107980.0,108479.0
3,500,1,0.84,14050.336666666668,426.0,104721.0,105220.0
4,500,1,0.84,14108.717999999999,430.0,105905.0,106404.0
5,500,1,0.84,14301.360333333332,427.0,107485.0,107984.0
6,500,1,0.84,13733.406,420.0,105901.0,106400.0
7,500,1,0.84,13898.314333333334,435.0,107464.0,107963.0
8,500,1,0.84,14409.128666666666,436.0,110364.0,110863.0
9,500,1,0.84,13812.822,421.0,105221.0,105720.0
10,500,1,0.84,13700.347666666668,432.0,107070.0,107569.0
1,500,1,0.85,14104.546333333334,428.0,106324.0,106823.0
2,500,1,0.85,14538.539666666666,442.0,109955.0,110454.0
3,500,1,0.85,14020.572666666665,434.0,106905.0,107404.0
4,500,1,0.85,14164.671666666667,435.0,107701.0,108200.0
5,500,1,0.85,14313.735666666667,428.0,105248.0,105747.0
6,500,1,0.85,14097.908666666668,435.0,109117.0,109616.0
7,500,1,0.85,14489.237666666666,438.0,107913.0,108412.0
8,500,1,0.85,14060.906666666668,435.0,109286.0,109785.0
9,500,1,0.85,13993.987333333333,433.0,106737.0,107236.0
10,500,1,0.85,14453.620666666668,436.0,109061.0,109560.0
1,500,1,0.86,14191.809666666668,426.0,104325.0,104824.0
2,500,1,0.86,14737.570333333331,436.0,109116.0,109615.0
3,500,1,0.86,14329.546,440.0,109874.0,110373.0
4,500,1,0.86,14839.934666666668,445.0,110681.0,111180.0
5,500,1,0.86,14181.720666666666,441.0,107986.0,108485.0
6,500,1,0.86,14170.705666666667,427.0,105921.0,106420.0
7,500,1,0.86,14518.706666666665,440.0,107707.0,108206.0
8,500,1,0.86,14639.293666666666,437.0,108116.0,108615.0
9,500,1,0.86,14952.787666666665,451.0,112656.0,113155.0
10,500,1,0.86,14120.599666666667,429.0,107483.0,107982.0
1,500,1,0.87,14337.036999999998,430.0,107208.0,107707.0
2,500,1,0.87,14919.008666666667,441.0,110039.0,110538.0
3,500,1,0.87,15446.099333333332,452.0,112788.0,113287.0
4,500,1,0.87,15115.262,448.0,110338.0,110837.0
5,500,1,0.87,14646.493,440.0,107858.0,108357.0
6,500,1,0.87,15081.211000000001,446.0,109612.0,110111.0
7,500,1,0.87,14898.303666666667,438.0,110168.0,110667.0
8,500,1,0.87,14606.996333333334,439.0,109601.0,110100.0
9,500,1,0.87,14739.466999999999,446.0,110429.0,110928.0
10,500,1,0.87,14982.388666666666,450.0,112177.0,112676.0
1,500,1,0.88,15173.610666666666,449.0,112413.0,112912.0
2,500,1,0.88,14981.149666666666,442.0,110908.0,111407.0
3,500,1,0.88,15492.63,449.0,111943.0,112442.0
4,500,1,0.88,14536.441666666666,431.0,104844.0,105343.0
5,500,1,0.88,14805.962,442.0,108990.0,109489.0
6,500,1,0.88,15128.266000000001,444.0,110579.0,111078.0
7,500,1,0.88,14747.686000000002,441.0,108836.0,109335.0
8,500,1,0.88,14668.846,437.0,107211.0,107710.0
9,500,1,0.88,14872.471666666665,448.0,111645.0,112144.0
10,500,1,0.88,14473.064666666667,447.0,110672.0,111171.0
1,500,1,0.89,14778.745333333334,450.0,110917.0,111416.0
2,500,1,0.89,14604.156666666668,448.0,111043.0,111542.0
3,500,1,0.89,14413.307,442.0,109634.0,110133.0
4,500,1,0.89,14624.019,448.0,110058.0,110557.0
5,500,1,0.89,14746.525333333333,446.0,111685.0,112184.0
6,500,1,0.89,14726.048,448.0,112284.0,112783.0
7,500,1,0.89,14700.568,444.0,111150.0,111649.0
8,500,1,0.89,14893.216,449.0,111798.0,112297.0
9,500,1,0.89,14876.497000000001,458.0,112549.0,113048.0
10,500,1,0.89,14864.406333333332,448.0,112087.0,112586.0
1,500,1,0.9,14992.879333333336,450.0,112776.0,113275.0
2,500,1,0.9,14814.886666666667,449.0,111890.0,112389.0
